TestCase ID,Test Cases Title / Objective,Environment,Pre-condition,Test Data,Steps,Expected Results,Requirement ID,,,,,,,,,,,,,
TC-Customized -005,"
Veify ""Customized Statement"" Func
 in case of Invalid ""Form Date "" and ""To Date ""field ",,,"1-url
2-Account No: 123456
3-From Date: 1900-01-01
4-To Date: 2026-02-01
5-Amount Lower Limit: 3000
6-Number Of Transaction: 5","1-Navigate to the ""Customized Statement"" page
2-enter invalid data in ""Account No""field 
3-enter invalid data in ""To Date""field
4-enteri invalid data in ""Amount Lower Limit""field 
5-enter valid data in ""Number Of Transaction""
6-click ""submit""button ","1-""Customized Statement"" page shall be opened. 
2-Data shall be acctepted.
3-Data shall be acctepted.
4-Data shall be acctepted.
5-Data shall be acctepted.
6- an error message appears""Data invalid""",,,,,,,,,,,,,,
TC-Customized -006,"

Veify ""Customized Statement"" Func
 in case of clicking 'Reset ' button ",,,"1-url
2-Account No: 123456
3-From Date: 2024-01-01
4-To Date: 2024-02-01
5-Amount Lower Limit: 3000
6-Number Of Transaction: 5","1-Navigate to the ""Customized Statement"" page
2-enter invalid data in ""Account No""field 
3-enter valid data in ""From Date""field
4-enter valid data in ""To Date""field
5-enter valid data in ""Amount Lower Limit""field 
6-enter valid data in ""Number Of Transaction""field
7-click ""Reset ""button ","1-""Customized Statement"" page shall be opened. 
2-Data shall be acctepted.
3-Data shall be acctepted.
4-Data shall be acctepted.
5-Data shall be acctepted.
6-Data shall be acctepted.
7- clear all data in field",,,,,,,,,,,,,,
TC-Customized -007,"Verify that in ""Customized Statement"" Func the user cannot manually enter values into ""From Date"" and ""To Date"" fields",,,"1-url
2-Account No: 123456
3-From Date: 2024-01-01
4-To Date: 2024-02-01
5-Amount Lower Limit: 3000
6-Number Of Transaction: 5","1-Navigate to the ""Customized Statement"" page
2-enter valid data in ""From Date""field
3-enter valid data in ""To Date""field
","1- Website shall be opened correctly.
2-""Customized Statement"" page shall be opened. 
3- User shall not be able to type manually into ""From Date"" field
4-User shall not be able to type manually into ""To Date"" field 
",,,,,,,,,,,,,,
TC-Customized -008,"Verify that 'Number of Transaction' field does not accept a value less than 2 in the ""Customized Statement"" Function

",,,"1-url
2-Account No: 123456
3-From Date: 2024-01-01
4-To Date: 2024-02-01
5-Amount Lower Limit: 3000
6-Number Of Transaction: 1","1-Navigate to the ""Customized Statement"" page
2-enter invalid data in ""Account No""field 
3-enter valid data in ""From Date""field
4-enter valid data in ""To Date""field
5-enter valid data in ""Amount Lower Limit""field 
6-enter invalid data in ""Number Of Transaction""field
7-click ""submit""button ","1-""Customized Statement"" page shall be opened. 
2-Data shall be acctepted.
3-Data shall be acctepted.
4-Data shall be acctepted.
5-Data shall be acctepted.
6-Data shall be acctepted.
7- an error message appears""""no of transactions must be between  2:10""",,,,,,,,,,,,,,
TC-Customized -009,"""Verify that 'Number of Transaction' field  accept a value equal to  10 in the """"Customized Statement"""" Function

""",,,"1-url
2-Account No: 123456
3-From Date: 2024-01-01
4-To Date: 2024-02-01
5-Amount Lower Limit:3000
6-Number Of Transaction: 10","1-Navigate to the ""Customized Statement"" page
2-enter invalid data in ""Account No""field 
3-enter valid data in ""From Date""field
4-enter valid data in ""To Date""field
5-enter valid data in ""Amount Lower Limit""field 
6-enter valid data in ""Number Of Transaction""field
7-click ""submit""button ","1- Website shall be opened correctly
2-""Customized Statement"" page shall be opened. 
3-Data shall be acctepted.
4-Data shall be acctepted.
5-Data shall be acctepted.
6-Data shall be acctepted.
7-Data shall be acctepted.
8- Form is submitted",,,,,,,,,,,,,,
TC-Customized -010,"""Verify that 'Number of Transaction' field  accept a value equal to  2 in the """"Customized Statement"""" Function

""",,,"1-url
2-Account No: 123456
3-From Date: 2024-01-01
4-To Date: 2024-02-01
5-Amount Lower Limit:3000
6-Number Of Transaction: 2","1-Navigate to the ""Customized Statement"" page
2-enter invalid data in ""Account No""field 
3-enter valid data in ""From Date""field
4-enter valid data in ""To Date""field
5-enter valid data in ""Amount Lower Limit""field 
6-enter valid data in ""Number Of Transaction""field
7-click ""submit""button ","1-""Customized Statement"" page shall be opened. 
2-Data shall be acctepted.
3-Data shall be acctepted.
4-Data shall be acctepted.
5-Data shall be acctepted.
6-Data shall be acctepted.
7- Form is submitted",,,,,,,,,,,,,,
TC-Customized -011,"Verify that 'Number of Transaction' field does not accept a value greater than 10 in the ""Customized Statement"" Function

",,,"1-url
2-Account No: 123456
3-From Date: 2024-01-01
4-To Date: 2024-02-01
5-Amount Lower Limit: 3000
6-Number Of Transaction: 11","1-Navigate to the ""Customized Statement"" page
2-enter invalid data in ""Account No""field 
3-enter valid data in ""From Date""field
4-enter valid data in ""To Date""field
5-enter valid data in ""Amount Lower Limit""field 
6-enter invalid data in ""Number Of Transaction""field
7-click ""submit""button ","1-""Customized Statement"" page shall be opened. 
2-Data shall be acctepted.
3-Data shall be acctepted.
4-Data shall be acctepted.
5-Data shall be acctepted
6-Data shall be acctepted.
7- an error message appears""""no of transactions must be between  2:10""",,,,,,,,,,,,,,
TC-Customized -012,"Verify that the ""Account No"" field only accepts exactly 6 digits  the ""Customized Statement"" Function",,,"1-url
2-Account No: 1234568
3-From Date: 2024-01-01
4-To Date: 2024-02-01
5-Amount Lower Limit: 3000
6-Number Of Transaction: 5","1-Navigate to the ""Customized Statement"" page
2-enter invalid data in ""Account No""field 
3-enter valid data in ""From Date""field
4-enter valid data in ""To Date""field
5-enter valid data in ""Amount Lower Limit""field 
6-enter valid data in ""Number Of Transaction""field
7-click ""submit""button ","1-""Customized Statement"" page shall be opened. 
2-Data shall be acctepted.
3-Data shall be acctepted.
4-Data shall be acctepted.
5-Data shall be acctepted.
6-Data shall be acctepted.
7- an error message appears""Data invalid""",,,,,,,,,,,,,,
TC-Customized -013,"verify that ""Customized Statement"" Function incase invalid fields
(Account No, From Date , To Date, Amount Lower Limit,Number Of Transaction)",,,"1-url
2-Account No: 12345677
3-From Date: 1990-01-01
4-To Date: 2030-02-01
5-Amount Lower Limit:1000
6-Number Of Transaction: 1","1-Navigate to the ""Customized Statement"" page
2-enter invalid data in ""Account No""field 
3-enter invalid data in ""From Date""field
4-enter invalid data in ""To Date""field
5-enter invalid data in ""Amount Lower Limit""field 
6-enter invalid data in ""Number Of Transaction""field
7-click ""submit""button ","1-""Customized Statement"" page shall be opened. 
2-Data shall be acctepted.
3-Data shall be acctepted.
4-Data shall be acctepted.
5-Data shall be acctepted.
6-Data shall be acctepted.
7- an error message appears""Data invalid""",,,,,,,,,,,,,,
TC-Customized -014,"verify that ""Customized Statement"" Function incase Valid fields
(Account No, From Date , To Date, Amount Lower Limit,Number Of Transaction)",,,"1-url
2-Account No: 123456
3-From Date: 2024-01-01
4-To Date: 2024-02-01
5-Amount Lower Limit: 3000
6-Number Of Transaction: 5","1-Navigate to the ""Customized Statement"" page
2-enter invalid data in ""Account No""field 
3-enter valid data in ""From Date""field
4-enter valid data in ""To Date""field
5-enter valid data in ""Amount Lower Limit""field 
6-enter valid data in ""Number Of Transaction""field
7-click ""submit""button ","1- Website shall be opened correctly.
2-""Customized Statement"" page shall be opened. 
3-Data shall be acctepted.
4-Data shall be acctepted.
5-Data shall be acctepted.
6-Data shall be acctepted.
6-Data shall be acctepted.
7- Form is submitted",,,,,,,,,,,,,,
13- mini Statement,,,,,,,,,,,,,,,,,,,,
TC_Mini Statment_1,verify the invalid data in account number feild  to get the mini statment as a customer,Chrome version 27 and above,open URL and login successfully,"URL:
UserID:Marwaalaa
password:0123456789
Account no:7896145246201","
1-select mini statment from home page
2-fill the feild of the account number by valid number
3-click on ""Submit"" button
","pop message"" The mini statment generated successfully. """,,,,,,,,,,,,,,
TC_Mini Statment_2,verify the invalid data in account number feild  to get the mini statment  as a customer,,,"URL:
UserID:Marwaalaa
password:0123456789
Account no:m@7896145246201","
1-select mini statment from home page
2-fill the feild of the account number by invalid number
3-click on ""Submit"" button
","error message should appear""this account does not exist""
 below the 
""submit"" button",SIQ_89,,,,,,,,,,,,,
TC_Mini Statment_3,verify the valid data in account number feild  to get the mini statment  as a manager,,,"URL:
UserID:AtefElkady
password:987456321
Account no:7896145246201","
1-select mini statment from home page
2-fill the feild of the account number by invalid number
3-click on ""Submit"" button
","pop message"" The mini statment generated successfully.  """,,,,,,,,,,,,,,
TC_Mini Statment_4,verify the invalid data in account number feild  to get the mini statment  as a manager,,,"URL:
UserID:AtefElkady
password:987456321
Account no:m@7896145246201","
1-select mini statment from home page
2-fill the feild of the account number by valid number
3-click on ""Submit"" button
","error message should appear""this account does not exist""
 below the 
""submit"" button",SIQ_89,,,,,,,,,,,,,
TC_Mini Statment_5, verify If there are no transactions for this account in the system of mini statment,,,"URL:
UserID:Marwaalaa
password:0123456789
Account no:7896145246201","
1-select mini statment from home page
2-fill the feild of the account number by valid number
3-click on ""Submit"" button
","message""no availabe statments"" appear below the 
""submit"" button",SIQ_91,,,,,,,,,,,,,
TC_Mini Statment_6,verify the action if the account number feild in mini statment page is blank,,,"""URL:
UserID:Marwaalaa
password:0123456789
Account no:","
1-select mini statment from home page
2-leave the feild  of account no.empty
3-click on ""Submit"" button
",error message displayed beside the field: description must not be blank,SIQ_88,,,,,,,,,,,,,
14-Change Password,,,,,,,,,,,,,,,,,,,,
"TC_ChangePassword_01




","Verify that change password with valid data
(manager&customer)






",Chrome version 27 and above,open URL and login successfully,"Old Password: &10Mahmoudddd
New Password: P&ssw0rddd
Confirm Password: P&ssw0rddd





","1- open URL 
2- go to change password page screen
3- enter old password
4- enter new password
5-  Confirm new password
6- click on submit button
","message should appear with text ""password is changed successfully""",,,,,,,,,,,,,,
"TC_ChangePassword_02




","Verify change password with leave old password field empty, 
enter valid new password and confirm
(manager&customer)




",,,"Old Password: 
New Password: P&ssw0rddd
Confirm Password: P&ssw0rddd





","1- open URL 
2- go to change password page screen
3- leave old password field empty 
4- enter new password
5-  Confirm new password
6- click on submit button
","Error message should appear with text  ""old Password must not be blank""",,,,,,,,,,,,,,
"TC_ChangePassword_03




","Verify change password with leave new password field empty, 
enter valid old password and confirm password
(manager&customer)




",,,"Old Password: &10Mahmoudddd
New Password: 
Confirm Password: P&ssw0rddd





","1- open URL 
2- go to change password page screen
3- enter old password
4- leave new password field empty 
5-  Confirm new password
6- click on submit button
","Error message should appear with text  ""new Password must not be blank""",,,,,,,,,,,,,,
"TC_ChangePassword_04




","Verify change password with leave confirm password field empty, 
enter valid old password and new password
(manager&customer)



",,,"Old Password: &10Mahmoudddd
New Password: P&ssw0rddd
Confirm Password: 





","1- open URL 
2- go to change password page screen
3- enter old password
4- enter new password
5- leave Confirm password field empty 
6- click on submit button","Error message should appear with text  ""Confirm Password must not be blank""",,,,,,,,,,,,,,
"TC_ChangePassword_05




","Verify Leave all fields blank





",,,"Old Password: 
New Password:
Confirm Password: 


","1- open URL 
2- go to change password page screen
3- leave old password field empty 
4- leave new password field empty 
5- leave Confirm password field empty 
6- click on submit button","Error message should appear with text  
""old, new, confirm Password must not be 
blank""",,,,,,,,,,,,,,
"TC_ChangePassword_06




","Verify Change password with new password and confirm 
new password not matching




",,,"Old Password: &10Mahmoudddd
New Password: P&ssw0rddd
Confirm Password: P&ssw0rdddnnnn



","1- open URL 
2- go to change password page screen
3- enter old password
4- enter new password dismatch Confirm new
 password 
6- click on submit button","Error message should appear with text 
 ""Passwords do not match""",,,,,,,,,,,,,,
"TC_ChangePassword_07




","Verify Change password with wrong old password




",,,"Old Password: &10Mahmabddddddd
New Password: P&ssw0rddd
Confirm Password: P&ssw0rddd


","1- open URL 
2- go to change password page screen
3- enter wrong old password
4- enter new password
5-  Confirm new password
6- click on submit button","Error message should appear with text 
 "" invalid passwords""",,,,,,,,,,,,,,
"TC_ChangePassword_08




","Verify Change password  with new password less than 10
characters




",,,"Old Password: &10Mahmabddddddd
New Password: P&ssw0rdd
Confirm Password: P&ssw0rdd



","1- open URL 
2- go to change password page screen
3- enter old password
4- enter new password with 9 char
5-  Confirm new password
6- click on submit button","Warn message should appear with text ""Invalid Data""
",,,,,,,,,,,,,,
"TC_ChangePassword_09




","Verify Change password with new password more than 20
characters




",,,"Old Password: &10Mahmabddddddd
New Password: P&ssw0rdddddddddddddddddddddddd
Confirm Password: P&ssw0rdddddddddddddddddddddddd



","1- open URL 
2- go to change password page screen
3- enter old password
4- enter new password with 9 char
5-  Confirm new password
6- click on submit button
","Warn message should appear with text ""Invalid Data""",,,,,,,,,,,,,,
"TC_ChangePassword_10




","Verify Change password  with new password Contains 1 special 
characters (*,$,&)





",,,"Old Password: &10Mahmoud
New Password: Psssw0rd$d
Confirm Password: Psssw0rd$d




","1- open URL 
2- go to change password page screen
3- enter old password
4- enter new password contains 1 special characters 
5-  Confirm new password
6- click on submit button","User is redirected to a page that says ""Password has 
been changed successfuly""",,,,,,,,,,,,,,
"TC_ChangePassword_11




","Verify Change password  with new password not contain a number






",,,"Old Password: &10Mahmoud
New Password: P&ssworddd
Confirm Password: P&ssworddd





","1- open URL 
2- go to change password page screen
3- enter old password
4- enter new password not contains number
5-  Confirm new password
6- click on submit button","Warn message should appear with text ""Invalid Data""",,,,,,,,,,,,,,
"TC_ChangePassword_12




"," Verify Change password  with new password is too simple        





",,,"Old Password: &10Mahmoud
New Password: pppppnnnn
Confirm Password: pppppnnnn




","1- open URL 
2- go to change password page screen
3- enter old password
4- enter simple new password 
5-  Confirm new password
6- click on submit button
","error  massege should apper ""Your password is too weak""",,,,,,,,,,,,,,
"TC_ChangePassword_13




"," Verify that reset button clears fields after entering all the valid fields 








",,,"Old Password: &10Mahmoud
New Password: Psssw0rd$d
Confirm Password: Psssw0rd$d






","1- open URL 
2- go to change password page screen
3- enter old password
4- enter simple new password 
5-  Confirm new password
6- click on reset button



","All fields are cleared.








",,,,,,,,,,,,,,
"TC_ChangePassword_14




","veriy that manager tries to change customer’s password








",,,,"1- open URL 
2- try to open customer’s account and change password







","System should block this action
",,,,,,,,,,,,,,
"TC_ChangePassword_15




","veriy that customer tries to change manager’s password






",,,,"1- open URL 
2- try to open manager’s account and change password




","System should block this action.
",,,,,,,,,,,,,,
